Plan Name,Slug,Cost USD,Retail USD,Retail USD,Direct Link,Shop Link
"South Africa 1GB 7Days",ZA_1_7,2.00,3.53,3.53,"https://asim.esimqr.link/pay/usd/ZA_1_7","https://asim.esimqr.link/?slug=ZA_1_7"
"South Africa 1GB/Day",ZA_1_Daily,5.46,7.60,7.60,"https://asim.esimqr.link/pay/usd/ZA_1_Daily","https://asim.esimqr.link/?slug=ZA_1_Daily"
"South Africa 3GB 15Days",ZA_3_15,6.00,8.24,8.24,"https://asim.esimqr.link/pay/usd/ZA_3_15","https://asim.esimqr.link/?slug=ZA_3_15"
"South Africa 3GB 30Days",ZA_3_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/ZA_3_30","https://asim.esimqr.link/?slug=ZA_3_30"
"South Africa 5GB 30Days",ZA_5_30,9.14,11.93,11.93,"https://asim.esimqr.link/pay/usd/ZA_5_30","https://asim.esimqr.link/?slug=ZA_5_30"
"South Africa 2GB/Day",ZA_2_Daily,9.56,12.43,12.43,"https://asim.esimqr.link/pay/usd/ZA_2_Daily","https://asim.esimqr.link/?slug=ZA_2_Daily"
"South Africa 10GB 30Days",ZA_10_30,16.00,20.00,20.00,"https://asim.esimqr.link/pay/usd/ZA_10_30","https://asim.esimqr.link/?slug=ZA_10_30"
"South Africa 20GB 30Days",ZA_20_30,32.00,38.83,38.83,"https://asim.esimqr.link/pay/usd/ZA_20_30","https://asim.esimqr.link/?slug=ZA_20_30"
"South Korea 100MB 7Days",KR_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/KR_0.1_7","https://asim.esimqr.link/?slug=KR_0.1_7"
"South Korea 500MB/Day",KR_0.5_Daily_nonhkip,0.48,1.75,1.75,"https://asim.esimqr.link/pay/usd/KR_0.5_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_0.5_Daily_nonhkip"
"South Korea 500MB 7Days",KR_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/KR_0.5_7","https://asim.esimqr.link/?slug=KR_0.5_7"
"South Korea 1GB 7Days",KR_1_7_nonhkip,0.92,2.26,2.26,"https://asim.esimqr.link/pay/usd/KR_1_7_nonhkip","https://asim.esimqr.link/?slug=KR_1_7_nonhkip"
"South Korea 1GB/Day",KR_1_Daily_nonhkip,0.83,2.16,2.16,"https://asim.esimqr.link/pay/usd/KR_1_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_1_Daily_nonhkip"
"South Korea 2GB/Day",KR_2_Daily_nonhkip,1.45,2.89,2.89,"https://asim.esimqr.link/pay/usd/KR_2_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_2_Daily_nonhkip"
"South Korea 3GB 15Days",KR_3_15_nonhkip,2.28,3.86,3.86,"https://asim.esimqr.link/pay/usd/KR_3_15_nonhkip","https://asim.esimqr.link/?slug=KR_3_15_nonhkip"
"South Korea 3GB 30Days",KR_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/KR_3_30","https://asim.esimqr.link/?slug=KR_3_30"
"South Korea 3GB/Day",KR_3_Daily_nonhkip,1.84,3.35,3.35,"https://asim.esimqr.link/pay/usd/KR_3_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_3_Daily_nonhkip"
"South Korea 5GB 30Days",KR_5_30_nonhkip,3.74,5.58,5.58,"https://asim.esimqr.link/pay/usd/KR_5_30_nonhkip","https://asim.esimqr.link/?slug=KR_5_30_nonhkip"
"South Korea 5GB/Day",KR_5_Daily_nonhkip,3.08,4.80,4.80,"https://asim.esimqr.link/pay/usd/KR_5_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_5_Daily_nonhkip"
"South Korea 10GB 30Days",KR_10_30_nonhkip,6.60,8.95,8.95,"https://asim.esimqr.link/pay/usd/KR_10_30_nonhkip","https://asim.esimqr.link/?slug=KR_10_30_nonhkip"
"South Korea 10GB/Day",KR_10_Daily_nonhkip,4.84,6.88,6.88,"https://asim.esimqr.link/pay/usd/KR_10_Daily_nonhkip","https://asim.esimqr.link/?slug=KR_10_Daily_nonhkip"
"South Korea 20GB 30Days",KR_20_30_nonhkip,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/KR_20_30_nonhkip","https://asim.esimqr.link/?slug=KR_20_30_nonhkip"
"South Korea 50GB 30Days",KR_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/KR_50_30","https://asim.esimqr.link/?slug=KR_50_30"
"Spain 500MB/Day",ES_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/ES_0.5_Daily","https://asim.esimqr.link/?slug=ES_0.5_Daily"
"Spain 1GB/Day",ES_1_Daily,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/ES_1_Daily","https://asim.esimqr.link/?slug=ES_1_Daily"
"Spain 1GB 7Days",ES_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/ES_1_7","https://asim.esimqr.link/?slug=ES_1_7"
"Spain 2GB/Day",ES_2_Daily,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/ES_2_Daily","https://asim.esimqr.link/?slug=ES_2_Daily"
"Spain 3GB 15Days",ES_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/ES_3_15","https://asim.esimqr.link/?slug=ES_3_15"
"Spain 3GB 30Days",ES_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/ES_3_30","https://asim.esimqr.link/?slug=ES_3_30"
"Spain 5GB 30Days",ES_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/ES_5_30","https://asim.esimqr.link/?slug=ES_5_30"
"Spain 10GB 30Days",ES_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/ES_10_30","https://asim.esimqr.link/?slug=ES_10_30"
"Spain 20GB 30Days",ES_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/ES_20_30","https://asim.esimqr.link/?slug=ES_20_30"
"Spain 50GB 30Days",ES_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/ES_50_30","https://asim.esimqr.link/?slug=ES_50_30"
"Spain 50GB 180Days",ES_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/ES_50_180","https://asim.esimqr.link/?slug=ES_50_180"
"Sri Lanka 100MB 7Days",LK_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/LK_0.1_7","https://asim.esimqr.link/?slug=LK_0.1_7"
"Sri Lanka 500MB/Day",LK_0.5_Daily,0.78,2.10,2.10,"https://asim.esimqr.link/pay/usd/LK_0.5_Daily","https://asim.esimqr.link/?slug=LK_0.5_Daily"
"Sri Lanka 500MB 7Days",LK_0.5_7,1.20,2.59,2.59,"https://asim.esimqr.link/pay/usd/LK_0.5_7","https://asim.esimqr.link/?slug=LK_0.5_7"
"Sri Lanka 1GB 7Days",LK_1_7,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/LK_1_7","https://asim.esimqr.link/?slug=LK_1_7"
"Sri Lanka 1GB/Day",LK_1_Daily,1.56,3.02,3.02,"https://asim.esimqr.link/pay/usd/LK_1_Daily","https://asim.esimqr.link/?slug=LK_1_Daily"
"Sri Lanka 2GB/Day",LK_2_Daily,3.20,4.95,4.95,"https://asim.esimqr.link/pay/usd/LK_2_Daily","https://asim.esimqr.link/?slug=LK_2_Daily"
"Sri Lanka 3GB 15Days",LK_3_15,4.20,6.12,6.12,"https://asim.esimqr.link/pay/usd/LK_3_15","https://asim.esimqr.link/?slug=LK_3_15"
"Sri Lanka 3GB 30Days",LK_3_30,4.25,6.18,6.18,"https://asim.esimqr.link/pay/usd/LK_3_30","https://asim.esimqr.link/?slug=LK_3_30"
"Sri Lanka 3GB/Day",LK_3_Daily,4.40,6.36,6.36,"https://asim.esimqr.link/pay/usd/LK_3_Daily","https://asim.esimqr.link/?slug=LK_3_Daily"
"Sri Lanka 5GB 30Days",LK_5_30,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/LK_5_30","https://asim.esimqr.link/?slug=LK_5_30"
"Sri Lanka 5GB/Day",LK_5_Daily,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/LK_5_Daily","https://asim.esimqr.link/?slug=LK_5_Daily"
"Sri Lanka 10GB 30Days",LK_10_30,13.40,16.95,16.95,"https://asim.esimqr.link/pay/usd/LK_10_30","https://asim.esimqr.link/?slug=LK_10_30"
"Sri Lanka 20GB 30Days",LK_20_30,27.00,32.95,32.95,"https://asim.esimqr.link/pay/usd/LK_20_30","https://asim.esimqr.link/?slug=LK_20_30"
"Sri Lanka 50GB 180Days",LK_50_180,71.00,84.71,84.71,"https://asim.esimqr.link/pay/usd/LK_50_180","https://asim.esimqr.link/?slug=LK_50_180"
"Sudan 1GB 7Days",SD_1_7,11.20,14.36,14.36,"https://asim.esimqr.link/pay/usd/SD_1_7","https://asim.esimqr.link/?slug=SD_1_7"
"Sudan 3GB 15Days",SD_3_15,27.00,32.95,32.95,"https://asim.esimqr.link/pay/usd/SD_3_15","https://asim.esimqr.link/?slug=SD_3_15"
"Sudan 5GB 30Days",SD_5_30,41.00,49.42,49.42,"https://asim.esimqr.link/pay/usd/SD_5_30","https://asim.esimqr.link/?slug=SD_5_30"
"Sweden 500MB/Day",SE_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/SE_0.5_Daily","https://asim.esimqr.link/?slug=SE_0.5_Daily"
"Sweden 1GB/Day",SE_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/SE_1_Daily","https://asim.esimqr.link/?slug=SE_1_Daily"
"Sweden 1GB 7Days",SE_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/SE_1_7","https://asim.esimqr.link/?slug=SE_1_7"
"Sweden 2GB/Day",SE_2_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/SE_2_Daily","https://asim.esimqr.link/?slug=SE_2_Daily"
"Sweden 3GB 15Days",SE_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/SE_3_15","https://asim.esimqr.link/?slug=SE_3_15"
"Sweden 3GB 30Days",SE_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/SE_3_30","https://asim.esimqr.link/?slug=SE_3_30"
"Sweden 5GB 30Days",SE_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/SE_5_30","https://asim.esimqr.link/?slug=SE_5_30"
"Sweden 10GB 30Days",SE_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/SE_10_30","https://asim.esimqr.link/?slug=SE_10_30"
"Sweden 20GB 30Days",SE_20_30,10.60,13.65,13.65,"https://asim.esimqr.link/pay/usd/SE_20_30","https://asim.esimqr.link/?slug=SE_20_30"
"Switzerland 100MB 7Days",CH_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/CH_0.1_7","https://asim.esimqr.link/?slug=CH_0.1_7"
"Switzerland 500MB/Day",CH_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/CH_0.5_Daily","https://asim.esimqr.link/?slug=CH_0.5_Daily"
"Switzerland 500MB 7Days",CH_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/CH_0.5_7","https://asim.esimqr.link/?slug=CH_0.5_7"
"Switzerland 1GB/Day",CH_1_Daily,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/CH_1_Daily","https://asim.esimqr.link/?slug=CH_1_Daily"
"Switzerland 1GB 7Days",CH_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/CH_1_7","https://asim.esimqr.link/?slug=CH_1_7"
"Switzerland 2GB/Day",CH_2_Daily,1.20,2.59,2.59,"https://asim.esimqr.link/pay/usd/CH_2_Daily","https://asim.esimqr.link/?slug=CH_2_Daily"
"Switzerland 3GB 15Days",CH_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/CH_3_15","https://asim.esimqr.link/?slug=CH_3_15"
"Switzerland 3GB 30Days",CH_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/CH_3_30","https://asim.esimqr.link/?slug=CH_3_30"
"Switzerland 5GB 30Days",CH_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/CH_5_30","https://asim.esimqr.link/?slug=CH_5_30"
"Switzerland 10GB 30Days",CH_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/CH_10_30","https://asim.esimqr.link/?slug=CH_10_30"
"Switzerland 20GB 30Days",CH_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/CH_20_30","https://asim.esimqr.link/?slug=CH_20_30"
"Switzerland 50GB 30Days",CH_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/CH_50_30","https://asim.esimqr.link/?slug=CH_50_30"
"Switzerland 50GB 180Days",CH_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/CH_50_180","https://asim.esimqr.link/?slug=CH_50_180"
"Tajikistan 1GB 7Days",TJ_1_7,9.40,12.24,12.24,"https://asim.esimqr.link/pay/usd/TJ_1_7","https://asim.esimqr.link/?slug=TJ_1_7"
"Tajikistan 3GB 15Days",TJ_3_15,26.35,32.18,32.18,"https://asim.esimqr.link/pay/usd/TJ_3_15","https://asim.esimqr.link/?slug=TJ_3_15"
"Tajikistan 3GB 30Days",TJ_3_30,27.85,33.95,33.95,"https://asim.esimqr.link/pay/usd/TJ_3_30","https://asim.esimqr.link/?slug=TJ_3_30"
"Tajikistan 5GB 30Days",TJ_5_30,44.78,53.86,53.86,"https://asim.esimqr.link/pay/usd/TJ_5_30","https://asim.esimqr.link/?slug=TJ_5_30"
"Tajikistan 10GB 30Days",TJ_10_30,85.24,101.46,101.46,"https://asim.esimqr.link/pay/usd/TJ_10_30","https://asim.esimqr.link/?slug=TJ_10_30"
"Tajikistan 20GB 30Days",TJ_20_30,161.53,191.22,191.22,"https://asim.esimqr.link/pay/usd/TJ_20_30","https://asim.esimqr.link/?slug=TJ_20_30"
"Tanzania 100MB 7Days",TZ_0.1_7,0.68,1.98,1.98,"https://asim.esimqr.link/pay/usd/TZ_0.1_7","https://asim.esimqr.link/?slug=TZ_0.1_7"
"Tanzania 500MB 7Days",TZ_0.5_7,2.00,3.53,3.53,"https://asim.esimqr.link/pay/usd/TZ_0.5_7","https://asim.esimqr.link/?slug=TZ_0.5_7"
"Tanzania 500MB/Day",TZ_0.5_Daily,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/TZ_0.5_Daily","https://asim.esimqr.link/?slug=TZ_0.5_Daily"
"Tanzania 1GB 7Days",TZ_1_7,5.30,7.42,7.42,"https://asim.esimqr.link/pay/usd/TZ_1_7","https://asim.esimqr.link/?slug=TZ_1_7"
"Tanzania 1GB/Day",TZ_1_Daily,5.50,7.65,7.65,"https://asim.esimqr.link/pay/usd/TZ_1_Daily","https://asim.esimqr.link/?slug=TZ_1_Daily"
"Tanzania 2GB/Day",TZ_2_Daily,9.80,12.71,12.71,"https://asim.esimqr.link/pay/usd/TZ_2_Daily","https://asim.esimqr.link/?slug=TZ_2_Daily"
"Tanzania 3GB 15Days",TZ_3_15,15.00,18.83,18.83,"https://asim.esimqr.link/pay/usd/TZ_3_15","https://asim.esimqr.link/?slug=TZ_3_15"
"Tanzania 3GB 30Days",TZ_3_30,15.50,19.42,19.42,"https://asim.esimqr.link/pay/usd/TZ_3_30","https://asim.esimqr.link/?slug=TZ_3_30"
"Tanzania 5GB 30Days",TZ_5_30,24.00,29.42,29.42,"https://asim.esimqr.link/pay/usd/TZ_5_30","https://asim.esimqr.link/?slug=TZ_5_30"
"Tanzania 10GB 30Days",TZ_10_30,45.00,54.12,54.12,"https://asim.esimqr.link/pay/usd/TZ_10_30","https://asim.esimqr.link/?slug=TZ_10_30"
"Tanzania 20GB 30Days",TZ_20_30,89.00,105.89,105.89,"https://asim.esimqr.link/pay/usd/TZ_20_30","https://asim.esimqr.link/?slug=TZ_20_30"
"Thailand 100MB 7Days",TH_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TH_0.1_7","https://asim.esimqr.link/?slug=TH_0.1_7"
"Thailand 500MB 7Days",TH_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/TH_0.5_7","https://asim.esimqr.link/?slug=TH_0.5_7"
"Thailand 500MB/Day",TH_0.5_Daily_nonhkip,0.66,1.96,1.96,"https://asim.esimqr.link/pay/usd/TH_0.5_Daily_nonhkip","https://asim.esimqr.link/?slug=TH_0.5_Daily_nonhkip"
"Thailand 1GB 7Days",TH_1_7_nonhkip,1.14,2.52,2.52,"https://asim.esimqr.link/pay/usd/TH_1_7_nonhkip","https://asim.esimqr.link/?slug=TH_1_7_nonhkip"
"Thailand 1GB/Day",TH_1_Daily_nonhkip,1.05,2.42,2.42,"https://asim.esimqr.link/pay/usd/TH_1_Daily_nonhkip","https://asim.esimqr.link/?slug=TH_1_Daily_nonhkip"
"Thailand 2GB/Day",TH_2_Daily_nonhkip,1.76,3.25,3.25,"https://asim.esimqr.link/pay/usd/TH_2_Daily_nonhkip","https://asim.esimqr.link/?slug=TH_2_Daily_nonhkip"
"Thailand 3GB 15Days",TH_3_15_nonhkip,2.28,3.86,3.86,"https://asim.esimqr.link/pay/usd/TH_3_15_nonhkip","https://asim.esimqr.link/?slug=TH_3_15_nonhkip"
"Thailand 3GB 30Days",TH_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/TH_3_30","https://asim.esimqr.link/?slug=TH_3_30"
"Thailand 3GB/Day",TH_3_Daily,2.40,4.00,4.00,"https://asim.esimqr.link/pay/usd/TH_3_Daily","https://asim.esimqr.link/?slug=TH_3_Daily"
"Thailand 5GB 30Days",TH_5_30_nonhkip,3.52,5.32,5.32,"https://asim.esimqr.link/pay/usd/TH_5_30_nonhkip","https://asim.esimqr.link/?slug=TH_5_30_nonhkip"
"Thailand 10GB 30Days",TH_10_30_nonhkip,5.54,7.70,7.70,"https://asim.esimqr.link/pay/usd/TH_10_30_nonhkip","https://asim.esimqr.link/?slug=TH_10_30_nonhkip"
"Thailand 10GB/Day",TH_10_Daily,8.00,10.59,10.59,"https://asim.esimqr.link/pay/usd/TH_10_Daily","https://asim.esimqr.link/?slug=TH_10_Daily"
"Thailand 20GB 30Days",TH_20_30_nonhkip,8.80,11.53,11.53,"https://asim.esimqr.link/pay/usd/TH_20_30_nonhkip","https://asim.esimqr.link/?slug=TH_20_30_nonhkip"
"Thailand 50GB 180Days",TH_50_180,32.00,38.83,38.83,"https://asim.esimqr.link/pay/usd/TH_50_180","https://asim.esimqr.link/?slug=TH_50_180"
"Tunisia 100MB 7Days",TN_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TN_0.1_7","https://asim.esimqr.link/?slug=TN_0.1_7"
"Tunisia 500MB/Day",TN_0.5_Daily,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/TN_0.5_Daily","https://asim.esimqr.link/?slug=TN_0.5_Daily"
"Tunisia 500MB 7Days",TN_0.5_7,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/TN_0.5_7","https://asim.esimqr.link/?slug=TN_0.5_7"
"Tunisia 1GB/Day",TN_1_Daily,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/TN_1_Daily","https://asim.esimqr.link/?slug=TN_1_Daily"
"Tunisia 1GB 7Days",TN_1_7,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/TN_1_7","https://asim.esimqr.link/?slug=TN_1_7"
"Tunisia 2GB/Day",TN_2_Daily,3.20,4.95,4.95,"https://asim.esimqr.link/pay/usd/TN_2_Daily","https://asim.esimqr.link/?slug=TN_2_Daily"
"Tunisia 3GB 15Days",TN_3_15,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/TN_3_15","https://asim.esimqr.link/?slug=TN_3_15"
"Tunisia 3GB 30Days",TN_3_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/TN_3_30","https://asim.esimqr.link/?slug=TN_3_30"
"Tunisia 5GB 30Days",TN_5_30,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/TN_5_30","https://asim.esimqr.link/?slug=TN_5_30"
"Tunisia 10GB 30Days",TN_10_30,12.20,15.53,15.53,"https://asim.esimqr.link/pay/usd/TN_10_30","https://asim.esimqr.link/?slug=TN_10_30"
"Tunisia 20GB 30Days",TN_20_30,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/TN_20_30","https://asim.esimqr.link/?slug=TN_20_30"
"Turkey 500MB/Day",TR_0.5_Daily,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TR_0.5_Daily","https://asim.esimqr.link/?slug=TR_0.5_Daily"
"Turkey 500MB 1Day",TR_0.5_1,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TR_0.5_1","https://asim.esimqr.link/?slug=TR_0.5_1"
"Turkey 100MB 7Days",TR_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TR_0.1_7","https://asim.esimqr.link/?slug=TR_0.1_7"
"Turkey 500MB 7Days",TR_0.5_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/TR_0.5_7","https://asim.esimqr.link/?slug=TR_0.5_7"
"Turkey 1GB/Day",TR_1_Daily,0.42,1.68,1.68,"https://asim.esimqr.link/pay/usd/TR_1_Daily","https://asim.esimqr.link/?slug=TR_1_Daily"
"Turkey 1GB 7Days",TR_1_7,0.46,1.72,1.72,"https://asim.esimqr.link/pay/usd/TR_1_7","https://asim.esimqr.link/?slug=TR_1_7"
"Turkey 2GB/Day",TR_2_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/TR_2_Daily","https://asim.esimqr.link/?slug=TR_2_Daily"
"Turkey 3GB 15Days",TR_3_15,1.39,2.82,2.82,"https://asim.esimqr.link/pay/usd/TR_3_15","https://asim.esimqr.link/?slug=TR_3_15"
"Turkey 3GB 30Days",TR_3_30,1.42,2.85,2.85,"https://asim.esimqr.link/pay/usd/TR_3_30","https://asim.esimqr.link/?slug=TR_3_30"
"Turkey 5GB/Day",TR_5_Daily,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/TR_5_Daily","https://asim.esimqr.link/?slug=TR_5_Daily"
"Turkey 5GB 30Days",TR_5_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/TR_5_30","https://asim.esimqr.link/?slug=TR_5_30"
"Turkey 10GB 30Days",TR_10_30,4.20,6.12,6.12,"https://asim.esimqr.link/pay/usd/TR_10_30","https://asim.esimqr.link/?slug=TR_10_30"
"Turkey 20GB 30Days",TR_20_30,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/TR_20_30","https://asim.esimqr.link/?slug=TR_20_30"
"Turkey 50GB 180Days",TR_50_180,18.00,22.36,22.36,"https://asim.esimqr.link/pay/usd/TR_50_180","https://asim.esimqr.link/?slug=TR_50_180"
"Uganda 1GB 7Days",UG_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/UG_1_7","https://asim.esimqr.link/?slug=UG_1_7"
"Uganda 3GB 15Days",UG_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/UG_3_15","https://asim.esimqr.link/?slug=UG_3_15"
"Ukraine 500MB/Day",UA_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/UA_0.5_Daily","https://asim.esimqr.link/?slug=UA_0.5_Daily"
"Ukraine 1GB/Day",UA_1_Daily,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/UA_1_Daily","https://asim.esimqr.link/?slug=UA_1_Daily"
"Ukraine 1GB 7Days",UA_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/UA_1_7","https://asim.esimqr.link/?slug=UA_1_7"
"Ukraine 2GB/Day",UA_2_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/UA_2_Daily","https://asim.esimqr.link/?slug=UA_2_Daily"
"Ukraine 3GB 15Days",UA_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/UA_3_15","https://asim.esimqr.link/?slug=UA_3_15"
"Ukraine 3GB 30Days",UA_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/UA_3_30","https://asim.esimqr.link/?slug=UA_3_30"
"Ukraine 5GB 30Days",UA_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/UA_5_30","https://asim.esimqr.link/?slug=UA_5_30"
"Ukraine 10GB 30Days",UA_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/UA_10_30","https://asim.esimqr.link/?slug=UA_10_30"
"Ukraine 20GB 30Days",UA_20_30,9.00,11.77,11.77,"https://asim.esimqr.link/pay/usd/UA_20_30","https://asim.esimqr.link/?slug=UA_20_30"
"United Arab Emirates 100MB 7Days",AE_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/AE_0.1_7","https://asim.esimqr.link/?slug=AE_0.1_7"
"United Arab Emirates 500MB/Day",AE_0.5_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/AE_0.5_Daily","https://asim.esimqr.link/?slug=AE_0.5_Daily"
"United Arab Emirates 500MB 7Days",AE_0.5_7,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/AE_0.5_7","https://asim.esimqr.link/?slug=AE_0.5_7"
"United Arab Emirates 1GB/Day",AE_1_Daily,1.81,3.31,3.31,"https://asim.esimqr.link/pay/usd/AE_1_Daily","https://asim.esimqr.link/?slug=AE_1_Daily"
"United Arab Emirates 1GB 7Days",AE_1_7,1.95,3.48,3.48,"https://asim.esimqr.link/pay/usd/AE_1_7","https://asim.esimqr.link/?slug=AE_1_7"
"United Arab Emirates 2GB/Day",AE_2_Daily,2.77,4.44,4.44,"https://asim.esimqr.link/pay/usd/AE_2_Daily","https://asim.esimqr.link/?slug=AE_2_Daily"
"United Arab Emirates 3GB 15Days",AE_3_15,4.79,6.82,6.82,"https://asim.esimqr.link/pay/usd/AE_3_15","https://asim.esimqr.link/?slug=AE_3_15"
"United Arab Emirates 3GB 30Days",AE_3_30,5.00,7.06,7.06,"https://asim.esimqr.link/pay/usd/AE_3_30","https://asim.esimqr.link/?slug=AE_3_30"
"United Arab Emirates 5GB/Day",AE_5_Daily,6.39,8.70,8.70,"https://asim.esimqr.link/pay/usd/AE_5_Daily","https://asim.esimqr.link/?slug=AE_5_Daily"
"United Arab Emirates 5GB 30Days",AE_5_30,8.00,10.59,10.59,"https://asim.esimqr.link/pay/usd/AE_5_30","https://asim.esimqr.link/?slug=AE_5_30"
"United Arab Emirates 10GB 30Days",AE_10_30,14.50,18.24,18.24,"https://asim.esimqr.link/pay/usd/AE_10_30","https://asim.esimqr.link/?slug=AE_10_30"
"United Arab Emirates 10GB 60Days",AE_10_60,14.98,18.80,18.80,"https://asim.esimqr.link/pay/usd/AE_10_60","https://asim.esimqr.link/?slug=AE_10_60"
"United Arab Emirates 20GB 30Days",AE_20_30,26.00,31.77,31.77,"https://asim.esimqr.link/pay/usd/AE_20_30","https://asim.esimqr.link/?slug=AE_20_30"
"United Arab Emirates 50GB 180Days",AE_50_180,105.00,124.71,124.71,"https://asim.esimqr.link/pay/usd/AE_50_180","https://asim.esimqr.link/?slug=AE_50_180"
"United Kingdom 100MB 7Days",GB_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/GB_0.1_7","https://asim.esimqr.link/?slug=GB_0.1_7"
"United Kingdom 500MB/Day",GB_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/GB_0.5_Daily","https://asim.esimqr.link/?slug=GB_0.5_Daily"
